date,price,market_cap,total_volume,daily_return,log_return,volatility_7d,ma_7,ma_30,volume_change,google_trends_score,news_count,fear_greed_value,fear_greed_classification,price_change,volatility_14d,price_to_ma7,price_to_ma30,trends_change,trends_pct_change,trends_rolling_mean_7d,trends_rolling_std_7d,fear_greed_change,fear_greed_rolling_mean_7d,fear_greed_rolling_std_7d,return_lag_1,log_return_lag_1,volume_change_lag_1,volatility_7d_lag_1,trends_lag_1,trends_change_lag_1,fear_greed_lag_1,fear_greed_change_lag_1,news_count_lag_1,return_lag_3,log_return_lag_3,volume_change_lag_3,volatility_7d_lag_3,trends_lag_3,trends_change_lag_3,fear_greed_lag_3,fear_greed_change_lag_3,news_count_lag_3,return_lag_7,log_return_lag_7,volume_change_lag_7,volatility_7d_lag_7,trends_lag_7,trends_change_lag_7,fear_greed_lag_7,fear_greed_change_lag_7,news_count_lag_7,return_lag_14,log_return_lag_14,volume_change_lag_14,volatility_7d_lag_14,trends_lag_14,trends_change_lag_14,fear_greed_lag_14,fear_greed_change_lag_14,news_count_lag_14,news_count_change,news_count_rolling_mean_7d,target_up_next_day,target_high_volatility_next_7d
2021-04-05,58228.8026234662,1087344280109.6896,46156767978.17735,0.020476474621458962,0.020269650205824084,0.02156023405349207,58324.4802607212,,-0.11352659187434178,41.0,,71.0,Greed,1168.3959687553215,0.031866784991454865,-0.0016404370313682914,,0.0,0.0,43.857142857142854,1.9518001458971155,-3.0,73.42857142857143,1.6183471874254913,-0.033857419942641576,-0.03444385725812909,-0.003007467856973478,0.02078459120694185,41.0,-4.0,74.0,1.0,,-0.00027507254185410446,-0.0002751103812449562,-0.055224218483652776,0.02569987119963636,45.0,0.0,74.0,0.0,,-0.0018683908980438035,-0.0018701385174811848,0.042932509187312284,0.04089007971553827,45.0,0.0,72.0,-2.0,,-0.013749091197684415,-0.013844485349914278,0.020440501193445426,0.031579804324764774,45.0,0.0,70.0,-3.0,,,,1,0
2021-04-06,58706.81559311396,1096202611389.954,54670173277.08731,0.00820921860163959,0.008175706248514159,0.017919489724074908,58477.60696052671,,0.1844454382710472,41.0,,75.0,Greed,478.01296964775975,0.02734190303839548,0.003919596654185398,,0.0,0.0,43.285714285714285,2.1380899352994445,4.0,73.85714285714286,1.5735915849390203,0.020476474621458962,0.020269650205824084,-0.11352659187434178,0.02156023405349207,41.0,0.0,71.0,-3.0,,0.004401814285357686,0.004392154637134274,-0.03858130263560122,0.012929751880991814,45.0,0.0,73.0,-1.0,,0.03421662179826357,0.033644252982199425,0.16366331370213305,0.03573157241285788,45.0,0.0,72.0,0.0,,-0.055640174693793676,-0.05724801458858087,0.11385417608890291,0.030003343184437568,45.0,0.0,66.0,-4.0,,,,0,0
2021-04-07,58062.17872433649,1084341670320.8142,61497704158.13829,-0.010980613788445504,-0.011041345719835099,0.017159007759290894,58390.97130160893,,0.12488584673852587,41.0,,72.0,Greed,-644.6368687774739,0.02770995276227816,-0.005630880424545737,,0.0,0.0,42.714285714285715,2.138089935299449,-3.0,73.28571428571429,1.380131118684843,0.00820921860163959,0.008175706248514159,0.1844454382710472,0.017919489724074908,41.0,0.0,75.0,4.0,,-0.033857419942641576,-0.03444385725812909,-0.003007467856973478,0.02078459120694185,41.0,-4.0,74.0,1.0,,0.017935298363346286,0.017776358508604866,-0.08711892494382623,0.0357993996561574,45.0,0.0,76.0,4.0,,0.003949454585630008,0.003941675964016703,-0.026101504465591674,0.028734236022813,45.0,0.0,65.0,-1.0,,,,0,0
2021-04-08,56134.41738866435,1050759681844.61,67617613532.43307,-0.0332016706576691,-0.03376535818250767,0.02074915053361255,58007.691801644,,0.0995144364829903,41.0,,73.0,Greed,-1927.7613356721413,0.027200647109830767,-0.03229355202384665,,0.0,0.0,42.142857142857146,1.9518001458971304,1.0,73.14285714285714,1.3451854182692324,-0.010980613788445504,-0.011041345719835099,0.12488584673852587,0.017159007759290894,41.0,0.0,72.0,-3.0,,0.020476474621458962,0.020269650205824084,-0.11352659187434178,0.02156023405349207,41.0,0.0,71.0,-3.0,,0.002535350763682276,0.002532142184040447,0.09750986080776536,0.02934269270399501,45.0,0.0,74.0,-2.0,,-0.03770281676857401,-0.03843195374510304,0.2094230690427954,0.02327159276025347,45.0,0.0,60.0,-5.0,,,,1,1
2021-04-09,58065.64402481532,1083362883828.12,48714359354.07226,0.03440361058313868,0.033825038979027014,0.025958348932509184,57902.61311320646,,-0.27956109644854277,41.0,,70.0,Greed,1931.2266361509755,0.027131272249248974,0.0028156054250974005,,0.0,0.0,41.57142857142857,1.511857892036999,-3.0,72.57142857142857,1.7182493859685408,-0.0332016706576691,-0.03376535818250767,0.0995144364829903,0.02074915053361255,41.0,0.0,73.0,1.0,,0.00820921860163959,0.008175706248514159,0.1844454382710472,0.017919489724074908,41.0,0.0,75.0,4.0,,-0.00027507254185410446,-0.0002751103812449562,-0.055224218483652776,0.02569987119963636,45.0,0.0,74.0,0.0,,-0.021131248901280153,-0.0213577096895831,-0.13182987502845978,0.023334763504823674,45.0,0.0,54.0,-6.0,,,,1,1
2021-04-10,58152.99326214184,1085794662404.731,45880879041.76103,0.0015043187549799164,0.0015031884009881022,0.025871381287526522,57773.036895892714,,-0.05816519707703727,41.0,,70.0,Greed,87.34923732651805,0.02063248591957837,0.006576707520738578,,0.0,0.0,41.0,0.0,0.0,72.14285714285714,1.9518001458971415,0.03440361058313868,0.033825038979027014,-0.27956109644854277,0.025958348932509184,41.0,0.0,70.0,-3.0,,-0.010980613788445504,-0.011041345719835099,0.12488584673852587,0.017159007759290894,41.0,0.0,72.0,-3.0,,0.004401814285357686,0.004392154637134274,-0.03858130263560122,0.012929751880991814,45.0,0.0,73.0,-1.0,,0.07033079768269035,0.06796775740752022,-0.12553433134092362,0.04028823439625268,45.0,0.0,65.0,11.0,,,,1,1
2021-04-11,59979.39281571831,1116221525334.327,61788197398.73793,0.031406802145909074,0.03092369767396807,0.02414633233307687,58190.034918893776,,0.34670910168259783,51.0,,76.0,Extreme Greed,1826.3995535764698,0.021748961765266816,0.030750246142979165,,10.0,0.24390243902439024,42.42857142857143,3.779644730092301,6.0,72.42857142857143,2.3704530408864715,0.0015043187549799164,0.0015031884009881022,-0.05816519707703727,0.025871381287526522,41.0,0.0,70.0,0.0,,-0.0332016706576691,-0.03376535818250767,0.0995144364829903,0.02074915053361255,41.0,0.0,73.0,1.0,,-0.033857419942641576,-0.03444385725812909,-0.003007467856973478,0.02078459120694185,41.0,-4.0,74.0,1.0,,0.014524306684397414,0.01441983927162474,-0.14712179665195435,0.041036358491451326,45.0,0.0,74.0,9.0,,,,1,1
2021-04-12,59988.02095852983,1120606689450.4702,46792500386.96501,0.00014385178652998043,0.00014384144085388727,0.0235264946649663,58441.35182390287,57378.77595500054,-0.24269516903044042,51.0,,74.0,Greed,8.628142811518046,0.02170418810757342,0.026465320981749807,0.04547404436747815,0.0,0.0,43.857142857142854,4.879500364742681,-2.0,72.85714285714286,2.3401261667249456,0.031406802145909074,0.03092369767396807,0.34670910168259783,0.02414633233307687,51.0,10.0,76.0,6.0,,0.03440361058313868,0.033825038979027014,-0.27956109644854277,0.025958348932509184,41.0,0.0,70.0,-3.0,,0.020476474621458962,0.020269650205824084,-0.11352659187434178,0.02156023405349207,41.0,0.0,71.0,-3.0,,-0.0018683908980438035,-0.0018701385174811848,0.042932509187312284,0.04089007971553827,45.0,0.0,72.0,-2.0,,,,0,1
2021-04-13,59911.02059484732,1118532902101.5269,55994558888.5224,-0.0012835956654702052,-0.0012844201800241402,0.02355049448530434,58613.381109864786,57331.97004373656,0.19665669552723464,51.0,,74.0,Greed,-77.00036368250585,0.02010525018866019,0.02213896315843389,0.04498450950042865,0.0,0.0,45.285714285714285,5.345224838248493,0.0,72.71428571428571,2.214669705568352,0.00014385178652998043,0.00014384144085388727,-0.24269516903044042,0.0235264946649663,51.0,0.0,74.0,-2.0,,0.0015043187549799164,0.0015031884009881022,-0.05816519707703727,0.025871381287526522,41.0,0.0,70.0,0.0,,0.00820921860163959,0.008175706248514159,0.1844454382710472,0.017919489724074908,41.0,0.0,75.0,4.0,,0.03421662179826357,0.033644252982199425,0.16366331370213305,0.03573157241285788,45.0,0.0,72.0,0.0,,,,1,1
2021-04-14,63576.67604104828,1187737045885.1743,71993120011.18321,0.061184994176450846,0.05938620275219335,0.0309659498374337,59401.16644082362,57470.22699290391,0.28571635244974036,51.0,,75.0,Greed,3665.655446200959,0.025248440048050637,0.07029339405959933,0.1062541313591534,0.0,0.0,46.714285714285715,5.345224838248485,1.0,73.14285714285714,2.3401261667249456,-0.0012835956654702052,-0.0012844201800241402,0.19665669552723464,0.02355049448530434,51.0,0.0,74.0,0.0,,0.031406802145909074,0.03092369767396807,0.34670910168259783,0.02414633233307687,51.0,10.0,76.0,6.0,,-0.010980613788445504,-0.011041345719835099,0.12488584673852587,0.017159007759290894,41.0,0.0,72.0,-3.0,,0.017935298363346286,0.017776358508604866,-0.08711892494382623,0.0357993996561574,45.0,0.0,76.0,4.0,,,,0,1
2021-04-15,62807.12323259299,1173412921929.8884,80157135507.58896,-0.012104325931705406,-0.012178179857892466,0.02635131234780934,60354.410132813406,57703.62012568254,0.11339994009340848,51.0,,79.0,Extreme Greed,-769.5528084552934,0.02570414489286873,0.0406385066871211,0.08844337834948068,0.0,0.0,48.142857142857146,4.879500364742656,4.0,74.0,3.2145502536643704,0.061184994176450846,0.05938620275219335,0.28571635244974036,0.0309659498374337,51.0,0.0,75.0,1.0,,0.00014385178652998043,0.00014384144085388727,-0.24269516903044042,0.0235264946649663,51.0,0.0,74.0,-2.0,,-0.0332016706576691,-0.03376535818250767,0.0995144364829903,0.02074915053361255,41.0,0.0,73.0,1.0,,0.002535350763682276,0.002532142184040447,0.09750986080776536,0.02934269270399501,45.0,0.0,74.0,-2.0,,,,1,1
2021-04-16,63179.772446084695,1179561609816.9358,60495376851.28074,0.00593323168315929,0.005915699378692036,0.025297183850624686,61084.99990728047,57915.27076271615,-0.24529018573083516,51.0,,78.0,Extreme Greed,372.6492134917062,0.025659615264049106,0.03429274849773001,0.09090006165969,0.0,0.0,49.57142857142857,3.7796447300922473,-1.0,75.14285714285714,2.968084198523379,-0.012104325931705406,-0.012178179857892466,0.11339994009340848,0.02635131234780934,51.0,0.0,79.0,4.0,,-0.0012835956654702052,-0.0012844201800241402,0.19665669552723464,0.02355049448530434,51.0,0.0,74.0,0.0,,0.03440361058313868,0.033825038979027014,-0.27956109644854277,0.025958348932509184,41.0,0.0,70.0,-3.0,,-0.00027507254185410446,-0.0002751103812449562,-0.055224218483652776,0.02569987119963636,45.0,0.0,74.0,0.0,,,,0,1
2021-04-17,61497.2995694412,1149602869702.2644,86260673269.76614,-0.026629929350873383,-0.02699092928260343,0.029243545360045396,61562.75795118038,57998.016560629156,0.42590521391123337,51.0,,76.0,Extreme Greed,-1682.4728766434928,0.027058860528358167,-0.0010632789029868528,0.060334528942968424,0.0,0.0,51.0,0.0,-2.0,76.0,1.9148542155127708,0.00593323168315929,0.005915699378692036,-0.24529018573083516,0.025297183850624686,51.0,0.0,78.0,-1.0,,0.061184994176450846,0.05938620275219335,0.28571635244974036,0.0309659498374337,51.0,0.0,75.0,1.0,,0.0015043187549799164,0.0015031884009881022,-0.05816519707703727,0.025871381287526522,41.0,0.0,70.0,0.0,,0.004401814285357686,0.004392154637134274,-0.03858130263560122,0.012929751880991814,45.0,0.0,73.0,-1.0,,,,0,1
2021-04-18,60273.86667694734,1125592412523.221,63808212132.53643,-0.019894091302535832,-0.020094643057218725,0.028937288486371938,61604.82564564167,58076.398463439764,-0.2602861800882693,70.0,,79.0,Extreme Greed,-1223.43289249386,0.025815492195055252,-0.02160478428021473,0.037837542816828273,19.0,0.37254901960784315,53.714285714285715,7.181324987175288,3.0,76.42857142857143,2.225394561056828,-0.026629929350873383,-0.02699092928260343,0.42590521391123337,0.029243545360045396,51.0,0.0,76.0,-2.0,,-0.012104325931705406,-0.012178179857892466,0.11339994009340848,0.02635131234780934,51.0,0.0,79.0,4.0,,0.031406802145909074,0.03092369767396807,0.34670910168259783,0.02414633233307687,51.0,10.0,76.0,6.0,,-0.033857419942641576,-0.03444385725812909,-0.003007467856973478,0.02078459120694185,41.0,-4.0,74.0,1.0,,,,0,1
2021-04-19,56288.94534001195,1053618163309.5768,102065957642.22952,-0.06611358382387444,-0.06840045823820229,0.03852959632612006,61076.38627156768,58011.25428780937,0.599574008283255,70.0,,74.0,Greed,-3984.9213369353893,0.03139302645319137,-0.0783844825112775,-0.02968922097861537,0.0,0.0,56.42857142857143,9.271050693011036,-5.0,76.42857142857143,2.225394561056828,-0.019894091302535832,-0.020094643057218725,-0.2602861800882693,0.028937288486371938,70.0,19.0,79.0,3.0,,0.00593323168315929,0.005915699378692036,-0.24529018573083516,0.025297183850624686,51.0,0.0,78.0,-1.0,,0.00014385178652998043,0.00014384144085388727,-0.24269516903044042,0.0235264946649663,51.0,0.0,74.0,-2.0,,0.020476474621458962,0.020269650205824084,-0.11352659187434178,0.02156023405349207,41.0,0.0,71.0,-3.0,,,,0,1
