date,price,market_cap,total_volume,daily_return,log_return,volatility_7d,ma_7,ma_30,volume_change
2021-09-20,47371.03933236471,891560241243.0585,26163167368.59442,-0.01855500984303904,-0.018729313543417447,0.02556454481064559,47315.370968959396,48093.607602511314,-0.0531047232357309
2021-09-21,42932.94659595412,805826302811.3501,41220025453.5186,-0.09368789030090807,-0.0983715403212801,0.04473763653031881,47000.10134427674,47893.58285066606,0.5754982901266776
2021-09-22,40386.62363528928,760802031650.6051,45940419565.082825,-0.05930929886151337,-0.061140885097750494,0.04232386956545671,46035.98586422851,47598.11880951844,0.11451701107965429
2021-09-23,43587.22305058473,820460824050.9529,36624234960.05299,0.07924899699956134,0.07626542610352653,0.055472899186814376,45378.941620448146,47400.40699494104,-0.20278840927501296
2021-09-24,44980.898214810935,846615719473.8734,33594750549.99859,0.031974396776981884,0.03147385742698465,0.05805799933756649,44964.85944543243,47301.75000493603,-0.08271802573784115
2021-09-25,42752.1681545072,809772498812.6799,42973070342.65028,-0.049548367168218976,-0.0508180043749233,0.06024444060612308,44325.36086518595,47093.398817877096,0.279160274718935
2021-09-26,42856.85516422452,808279417023.3408,30898116660.05655,0.0024486947501465295,0.00244570158239716,0.058813841413003005,43552.536306819355,46947.658301655385,-0.2809888515368538
2021-09-27,43336.86123324274,825341135635.7169,30462815705.283737,0.011200216795629547,0.011137958804845072,0.059613176216689545,42976.22514980193,46756.11689923472,-0.014088268212655963
2021-09-28,42247.35572900636,794889951096.439,30483144439.45263,-0.02514038795686102,-0.02546180599956904,0.04835111550384803,42878.28359738082,46533.144181730204,0.0006673294539010222
2021-09-29,41010.37519836549,775534111089.4891,29691944223.292786,-0.029279478189722097,-0.029716677238559704,0.04342838631781275,42967.39096353457,46269.914330640306,-0.02595533468443101
2021-09-30,41587.66786232295,782626384092.2843,30068690311.96594,0.014076746705318444,0.013978589390981299,0.028914737767706745,42681.74022235431,46085.361451894605,0.012688495096174979
2021-10-01,43859.32614724109,827840965059.6127,30859918334.565014,0.05462336316714178,0.05318370145043252,0.03461913044430102,42521.515641272905,45969.49164682913,0.02631401681915646
2021-10-02,48181.87627260008,906929641888.8243,42089383189.81192,0.09855486860075469,0.09399556025308209,0.045148344950264936,43297.1882295719,45948.119015594144,0.3638851125107876
2021-10-03,47777.762019063,900582483713.1118,29742127387.956062,-0.008387266848030372,-0.008422637887038462,0.04595180009298483,44000.17492312024,45896.084927835145,-0.293357965028212
2021-10-04,48282.97113857447,910331395887.4816,26034594561.96341,0.010574147849576887,0.01051863255656312,0.045964490103236756,44706.76205245335,45841.03302324469,-0.12465593928879481
2021-10-05,49260.23232113069,927812140868.0522,32691763060.319107,0.020240286782506223,0.020038174829648075,0.042167267959717994,45708.60156561397,45815.93976905085,0.25570471176385556
2021-10-06,51668.99422435564,973040988102.9114,35480330025.02791,0.04889871179498462,0.047740767836115756,0.03593117089563107,47231.261426469704,45815.03269548544,0.0852987634702862
2021-10-07,55415.00574202895,1044675252844.3665,48462388015.80152,0.07250018263191826,0.06999254210619137,0.03726998879960963,49206.59540928485,45904.20621467488,0.3658945106095699
2021-10-08,53894.59599452107,1015246512238.866,36549815857.28183,-0.027436787692232234,-0.027820205799599415,0.04491638033001699,50640.2053874677,46134.18727546026,-0.24581067186857386
2021-10-09,54010.93747374405,1016650501581.1074,33935485256.826164,0.0021586854317416915,0.0021563588180282048,0.03412957164913654,51472.92841620255,46398.38423739234,-0.07152787337326105
2021-10-10,55125.46033768045,1038524699061.4408,31927344846.44677,0.020635132735442596,0.020425112664350428,0.032251838914089205,52522.59960457648,46685.26820909493,-0.05917523781321077
2021-10-11,54711.86959664297,1030788036761.6326,38579271671.06987,-0.0075027172290981214,-0.007531004186854739,0.03391424753577947,53441.013670014836,47015.576982233135,0.20834575679923484
2021-10-12,57572.51085559653,1084736227837.6608,41913482915.37917,0.05228556947593477,0.050964531353044046,0.03626948387937256,54628.48203208138,47428.111068167746,0.08642494012683977
2021-10-13,56335.035460511535,1061829863954.132,40021384610.698265,-0.021494205771029007,-0.021728570621411675,0.037649257320839395,55295.05935153223,47766.10497349049,-0.04514295098073673
2021-10-14,57487.9858804222,1083366079898.5511,41216945749.34656,0.02046595711684307,0.02025934368815614,0.027795810089792716,55591.19937130268,48177.710037213474,0.02987305787338257
2021-10-15,57452.43178503547,1082900149762.5826,35994603913.188385,-0.0006184613157379504,-0.0006186526418267392,0.024086003109393267,56099.46162709046,48521.61003019375,-0.12670375597252903
2021-10-16,61809.02394427028,1164782155730.3254,53653355008.40819,0.07582955192454643,0.07309204019950591,0.03431030973812072,57213.473980022776,48975.69306976786,0.4905943995885911
2021-10-17,61165.63564211521,1153847028824.7434,35385452268.77726,-0.010409294001069824,-0.010463849622445422,0.036162332622305234,58076.3561663706,49418.56514317433,-0.34048015705202606
2021-10-18,61583.77443961336,1160650121141.9934,29625957541.677635,0.006836171865272744,0.006812911191523668,0.03503003401236356,59058.056858223514,49897.06901728702,-0.16276447968934338
2021-10-19,62017.972725178704,1173944883529.633,39610183787.23528,0.007050530590506421,0.007025791812644818,0.03155568772315189,59693.1228395924,50355.447205699966,0.33700940236317734
2021-10-20,64517.64856042277,1217582580302.557,42550624869.2941,0.04030566826685744,0.03951458176472614,0.029496484953774466,60862.06756815114,50927.00084663523,0.07423447207044753
2021-10-21,66237.51755029388,1250376460615.7495,40790757381.60165,0.026657341490993636,0.02630822531280516,0.029608100446415597,62112.000663847095,51703.81987844655,-0.04135938057545252
2021-10-22,62541.08693293518,1178926819140.818,48709960685.53348,-0.055805693722625116,-0.05742330109637766,0.04130222267825294,62838.95139926134,52442.30198836808,0.19414210012937216
