value,value_classification,timestamp,time_until_update
76,Extreme Greed,1629590400,
78,Extreme Greed,1629504000,
70,Greed,1629417600,
70,Greed,1629331200,
73,Greed,1629244800,
72,Greed,1629158400,
72,Greed,1629072000,
71,Greed,1628985600,
76,Extreme Greed,1628899200,
70,Greed,1628812800,
70,Greed,1628726400,
70,Greed,1628640000,
71,Greed,1628553600,
65,Greed,1628467200,
74,Greed,1628380800,
69,Greed,1628294400,
52,Neutral,1628208000,
50,Neutral,1628121600,
42,Fear,1628035200,
48,Neutral,1627948800,
48,Neutral,1627862400,
60,Greed,1627776000,
60,Greed,1627689600,
53,Neutral,1627603200,
50,Neutral,1627516800,
50,Neutral,1627430400,
32,Fear,1627344000,
26,Fear,1627257600,
27,Fear,1627171200,
22,Extreme Fear,1627084800,
23,Extreme Fear,1626998400,
21,Extreme Fear,1626912000,
10,Extreme Fear,1626825600,
19,Extreme Fear,1626739200,
24,Extreme Fear,1626652800,
19,Extreme Fear,1626566400,
15,Extreme Fear,1626480000,
22,Extreme Fear,1626393600,
20,Extreme Fear,1626307200,
21,Extreme Fear,1626220800,
20,Extreme Fear,1626134400,
25,Extreme Fear,1626048000,
20,Extreme Fear,1625961600,
20,Extreme Fear,1625875200,
20,Extreme Fear,1625788800,
20,Extreme Fear,1625702400,
28,Fear,1625616000,
20,Extreme Fear,1625529600,
29,Fear,1625443200,
27,Fear,1625356800,
24,Extreme Fear,1625270400,
21,Extreme Fear,1625184000,
28,Fear,1625097600,
28,Fear,1625011200,
25,Extreme Fear,1624924800,
25,Extreme Fear,1624838400,
22,Extreme Fear,1624752000,
20,Extreme Fear,1624665600,
27,Fear,1624579200,
22,Extreme Fear,1624492800,
14,Extreme Fear,1624406400,
10,Extreme Fear,1624320000,
23,Extreme Fear,1624233600,
21,Extreme Fear,1624147200,
23,Extreme Fear,1624060800,
25,Extreme Fear,1623974400,
26,Fear,1623888000,
33,Fear,1623801600,
38,Fear,1623715200,
28,Fear,1623628800,
23,Extreme Fear,1623542400,
28,Fear,1623456000,
21,Extreme Fear,1623369600,
21,Extreme Fear,1623283200,
14,Extreme Fear,1623196800,
13,Extreme Fear,1623110400,
15,Extreme Fear,1623024000,
17,Extreme Fear,1622937600,
24,Extreme Fear,1622851200,
27,Fear,1622764800,
24,Extreme Fear,1622678400,
23,Extreme Fear,1622592000,
20,Extreme Fear,1622505600,
18,Extreme Fear,1622419200,
10,Extreme Fear,1622332800,
18,Extreme Fear,1622246400,
21,Extreme Fear,1622160000,
27,Fear,1622073600,
22,Extreme Fear,1621987200,
22,Extreme Fear,1621900800,
10,Extreme Fear,1621814400,
14,Extreme Fear,1621728000,
12,Extreme Fear,1621641600,
19,Extreme Fear,1621555200,
11,Extreme Fear,1621468800,
23,Extreme Fear,1621382400,
21,Extreme Fear,1621296000,
27,Fear,1621209600,
20,Extreme Fear,1621123200,
27,Fear,1621036800,
26,Fear,1620950400,
31,Fear,1620864000,
68,Greed,1620777600,
61,Greed,1620691200,
72,Greed,1620604800,
73,Greed,1620518400,
67,Greed,1620432000,
64,Greed,1620345600,
65,Greed,1620259200,
48,Neutral,1620172800,
68,Greed,1620086400,
61,Greed,1620000000,
66,Greed,1619913600,
68,Greed,1619827200,
51,Neutral,1619740800,
52,Neutral,1619654400,
59,Greed,1619568000,
50,Neutral,1619481600,
27,Fear,1619395200,
31,Fear,1619308800,
37,Fear,1619222400,
55,Greed,1619136000,
65,Greed,1619049600,
73,Greed,1618963200,
73,Greed,1618876800,
74,Greed,1618790400,
79,Extreme Greed,1618704000,
76,Extreme Greed,1618617600,
78,Extreme Greed,1618531200,
79,Extreme Greed,1618444800,
75,Greed,1618358400,
74,Greed,1618272000,
74,Greed,1618185600,
76,Extreme Greed,1618099200,
70,Greed,1618012800,
70,Greed,1617926400,
73,Greed,1617840000,
72,Greed,1617753600,
75,Greed,1617667200,
71,Greed,1617580800,
74,Greed,1617494400,
73,Greed,1617408000,
74,Greed,1617321600,
74,Greed,1617235200,
76,Extreme Greed,1617148800,
72,Greed,1617062400,
72,Greed,1616976000,
74,Greed,1616889600,
65,Greed,1616803200,
54,Neutral,1616716800,
60,Greed,1616630400,
65,Greed,1616544000,
66,Greed,1616457600,
70,Greed,1616371200,
73,Greed,1616284800,
75,Greed,1616198400,
71,Greed,1616112000,
72,Greed,1616025600,
71,Greed,1615939200,
71,Greed,1615852800,
76,Extreme Greed,1615766400,
78,Extreme Greed,1615680000,
74,Greed,1615593600,
70,Greed,1615507200,
73,Greed,1615420800,
68,Greed,1615334400,
81,Extreme Greed,1615248000,
81,Extreme Greed,1615161600,
76,Extreme Greed,1615075200,
77,Extreme Greed,1614988800,
77,Extreme Greed,1614902400,
84,Extreme Greed,1614816000,
78,Extreme Greed,1614729600,
78,Extreme Greed,1614643200,
38,Fear,1614556800,
55,Greed,1614470400,
56,Greed,1614384000,
55,Greed,1614297600,
79,Extreme Greed,1614211200,
76,Extreme Greed,1614124800,
94,Extreme Greed,1614038400,
94,Extreme Greed,1613952000,
91,Extreme Greed,1613865600,
91,Extreme Greed,1613779200,
93,Extreme Greed,1613692800,
91,Extreme Greed,1613606400,
95,Extreme Greed,1613520000,
95,Extreme Greed,1613433600,
93,Extreme Greed,1613347200,
95,Extreme Greed,1613260800,
92,Extreme Greed,1613174400,
92,Extreme Greed,1613088000,
93,Extreme Greed,1613001600,
92,Extreme Greed,1612915200,
95,Extreme Greed,1612828800,
83,Extreme Greed,1612742400,
86,Extreme Greed,1612656000,
84,Extreme Greed,1612569600,
81,Extreme Greed,1612483200,
80,Extreme Greed,1612396800,
78,Extreme Greed,1612310400,
76,Extreme Greed,1612224000,
77,Extreme Greed,1612137600,
78,Extreme Greed,1612051200,
76,Extreme Greed,1611964800,
77,Extreme Greed,1611878400,
55,Greed,1611792000,
78,Extreme Greed,1611705600,
71,Greed,1611619200,
74,Greed,1611532800,
70,Greed,1611446400,
74,Greed,1611360000,
40,Fear,1611273600,
75,Greed,1611187200,
78,Extreme Greed,1611100800,
80,Extreme Greed,1611014400,
79,Extreme Greed,1610928000,
79,Extreme Greed,1610841600,
84,Extreme Greed,1610755200,
88,Extreme Greed,1610668800,
83,Extreme Greed,1610582400,
78,Extreme Greed,1610496000,
84,Extreme Greed,1610409600,
90,Extreme Greed,1610323200,
94,Extreme Greed,1610236800,
93,Extreme Greed,1610150400,
93,Extreme Greed,1610064000,
91,Extreme Greed,1609977600,
95,Extreme Greed,1609891200,
93,Extreme Greed,1609804800,
94,Extreme Greed,1609718400,
93,Extreme Greed,1609632000,
94,Extreme Greed,1609545600,
94,Extreme Greed,1609459200,
95,Extreme Greed,1609372800,
91,Extreme Greed,1609286400,
91,Extreme Greed,1609200000,
92,Extreme Greed,1609113600,
91,Extreme Greed,1609027200,
93,Extreme Greed,1608940800,
94,Extreme Greed,1608854400,
86,Extreme Greed,1608768000,
93,Extreme Greed,1608681600,
88,Extreme Greed,1608595200,
92,Extreme Greed,1608508800,
92,Extreme Greed,1608422400,
93,Extreme Greed,1608336000,
95,Extreme Greed,1608249600,
92,Extreme Greed,1608163200,
92,Extreme Greed,1608076800,
91,Extreme Greed,1607990400,
95,Extreme Greed,1607904000,
91,Extreme Greed,1607817600,
90,Extreme Greed,1607731200,
89,Extreme Greed,1607644800,
94,Extreme Greed,1607558400,
86,Extreme Greed,1607472000,
95,Extreme Greed,1607385600,
94,Extreme Greed,1607299200,
95,Extreme Greed,1607212800,
93,Extreme Greed,1607126400,
92,Extreme Greed,1607040000,
92,Extreme Greed,1606953600,
92,Extreme Greed,1606867200,
95,Extreme Greed,1606780800,
88,Extreme Greed,1606694400,
89,Extreme Greed,1606608000,
87,Extreme Greed,1606521600,
86,Extreme Greed,1606435200,
93,Extreme Greed,1606348800,
94,Extreme Greed,1606262400,
88,Extreme Greed,1606176000,
90,Extreme Greed,1606089600,
94,Extreme Greed,1606003200,
91,Extreme Greed,1605916800,
86,Extreme Greed,1605830400,
94,Extreme Greed,1605744000,
91,Extreme Greed,1605657600,
86,Extreme Greed,1605571200,
90,Extreme Greed,1605484800,
86,Extreme Greed,1605398400,
90,Extreme Greed,1605312000,
89,Extreme Greed,1605225600,
87,Extreme Greed,1605139200,
86,Extreme Greed,1605052800,
90,Extreme Greed,1604966400,
90,Extreme Greed,1604880000,
82,Extreme Greed,1604793600,
88,Extreme Greed,1604707200,
90,Extreme Greed,1604620800,
72,Greed,1604534400,
74,Greed,1604448000,
71,Greed,1604361600,
71,Greed,1604275200,
72,Greed,1604188800,
73,Greed,1604102400,
74,Greed,1604016000,
67,Greed,1603929600,
70,Greed,1603843200,
61,Greed,1603756800,
75,Greed,1603670400,
76,Extreme Greed,1603584000,
73,Greed,1603497600,
74,Greed,1603411200,
73,Greed,1603324800,
61,Greed,1603238400,
56,Greed,1603152000,
55,Greed,1603065600,
55,Greed,1602979200,
56,Greed,1602892800,
52,Neutral,1602806400,
56,Greed,1602720000,
53,Neutral,1602633600,
56,Greed,1602547200,
52,Neutral,1602460800,
55,Greed,1602374400,
53,Neutral,1602288000,
48,Neutral,1602201600,
46,Fear,1602115200,
43,Fear,1602028800,
47,Neutral,1601942400,
42,Fear,1601856000,
42,Fear,1601769600,
40,Fear,1601683200,
41,Fear,1601596800,
45,Fear,1601510400,
49,Neutral,1601424000,
45,Fear,1601337600,
43,Fear,1601251200,
47,Neutral,1601164800,
45,Fear,1601078400,
46,Fear,1600992000,
39,Fear,1600905600,
43,Fear,1600819200,
39,Fear,1600732800,
48,Neutral,1600646400,
52,Neutral,1600560000,
48,Neutral,1600473600,
49,Neutral,1600387200,
48,Neutral,1600300800,
43,Fear,1600214400,
47,Neutral,1600128000,
39,Fear,1600041600,
38,Fear,1599955200,
41,Fear,1599868800,
41,Fear,1599782400,
38,Fear,1599696000,
38,Fear,1599609600,
41,Fear,1599523200,
41,Fear,1599436800,
41,Fear,1599350400,
41,Fear,1599264000,
40,Fear,1599177600,
79,Extreme Greed,1599091200,
83,Extreme Greed,1599004800,
75,Greed,1598918400,
75,Greed,1598832000,
75,Greed,1598745600,
79,Extreme Greed,1598659200,
74,Greed,1598572800,
75,Greed,1598486400,
76,Extreme Greed,1598400000,
75,Greed,1598313600,
78,Extreme Greed,1598227200,
76,Extreme Greed,1598140800,
78,Extreme Greed,1598054400,
81,Extreme Greed,1597968000,
75,Greed,1597881600,
80,Extreme Greed,1597795200,
82,Extreme Greed,1597708800,
83,Extreme Greed,1597622400,
82,Extreme Greed,1597536000,
79,Extreme Greed,1597449600,
78,Extreme Greed,1597363200,
75,Greed,1597276800,
75,Greed,1597190400,
84,Extreme Greed,1597104000,
78,Extreme Greed,1597017600,
79,Extreme Greed,1596931200,
77,Extreme Greed,1596844800,
77,Extreme Greed,1596758400,
79,Extreme Greed,1596672000,
75,Greed,1596585600,
72,Greed,1596499200,
75,Greed,1596412800,
80,Extreme Greed,1596326400,
75,Greed,1596240000,
75,Greed,1596153600,
76,Extreme Greed,1596067200,
71,Greed,1595980800,
76,Extreme Greed,1595894400,
58,Greed,1595808000,
55,Greed,1595721600,
55,Greed,1595635200,
53,Neutral,1595548800,
55,Greed,1595462400,
50,Neutral,1595376000,
44,Fear,1595289600,
44,Fear,1595203200,
41,Fear,1595116800,
44,Fear,1595030400,
41,Fear,1594944000,
43,Fear,1594857600,
44,Fear,1594771200,
43,Fear,1594684800,
43,Fear,1594598400,
41,Fear,1594512000,
44,Fear,1594425600,
41,Fear,1594339200,
44,Fear,1594252800,
44,Fear,1594166400,
43,Fear,1594080000,
40,Fear,1593993600,
38,Fear,1593907200,
40,Fear,1593820800,
41,Fear,1593734400,
42,Fear,1593648000,
42,Fear,1593561600,
44,Fear,1593475200,
41,Fear,1593388800,
40,Fear,1593302400,
43,Fear,1593216000,
40,Fear,1593129600,
43,Fear,1593043200,
50,Neutral,1592956800,
41,Fear,1592870400,
38,Fear,1592784000,
37,Fear,1592697600,
38,Fear,1592611200,
39,Fear,1592524800,
40,Fear,1592438400,
38,Fear,1592352000,
39,Fear,1592265600,
37,Fear,1592179200,
40,Fear,1592092800,
38,Fear,1592006400,
38,Fear,1591920000,
52,Neutral,1591833600,
54,Neutral,1591747200,
52,Neutral,1591660800,
53,Neutral,1591574400,
54,Neutral,1591488000,
54,Neutral,1591401600,
53,Neutral,1591315200,
54,Neutral,1591228800,
48,Neutral,1591142400,
56,Greed,1591056000,
50,Neutral,1590969600,
51,Neutral,1590883200,
48,Neutral,1590796800,
48,Neutral,1590710400,
41,Fear,1590624000,
39,Fear,1590537600,
39,Fear,1590451200,
41,Fear,1590364800,
43,Fear,1590278400,
40,Fear,1590192000,
42,Fear,1590105600,
49,Neutral,1590019200,
52,Neutral,1589932800,
50,Neutral,1589846400,
50,Neutral,1589760000,
40,Fear,1589673600,
41,Fear,1589587200,
44,Fear,1589500800,
40,Fear,1589414400,
41,Fear,1589328000,
39,Fear,1589241600,
40,Fear,1589155200,
48,Neutral,1589068800,
56,Greed,1588982400,
55,Greed,1588896000,
49,Neutral,1588809600,
42,Fear,1588723200,
40,Fear,1588636800,
44,Fear,1588550400,
45,Fear,1588464000,
40,Fear,1588377600,
40,Fear,1588291200,
44,Fear,1588204800,
26,Fear,1588118400,
26,Fear,1588032000,
28,Fear,1587945600,
21,Extreme Fear,1587859200,
24,Extreme Fear,1587772800,
20,Extreme Fear,1587686400,
19,Extreme Fear,1587600000,
19,Extreme Fear,1587513600,
17,Extreme Fear,1587427200,
15,Extreme Fear,1587340800,
16,Extreme Fear,1587254400,
18,Extreme Fear,1587168000,
15,Extreme Fear,1587081600,
13,Extreme Fear,1586995200,
18,Extreme Fear,1586908800,
15,Extreme Fear,1586822400,
11,Extreme Fear,1586736000,
10,Extreme Fear,1586649600,
15,Extreme Fear,1586563200,
15,Extreme Fear,1586476800,
22,Extreme Fear,1586390400,
21,Extreme Fear,1586304000,
20,Extreme Fear,1586217600,
12,Extreme Fear,1586131200,
12,Extreme Fear,1586044800,
12,Extreme Fear,1585958400,
14,Extreme Fear,1585872000,
14,Extreme Fear,1585785600,
12,Extreme Fear,1585699200,
12,Extreme Fear,1585612800,
10,Extreme Fear,1585526400,
12,Extreme Fear,1585440000,
8,Extreme Fear,1585353600,
12,Extreme Fear,1585267200,
14,Extreme Fear,1585180800,
13,Extreme Fear,1585094400,
12,Extreme Fear,1585008000,
10,Extreme Fear,1584921600,
11,Extreme Fear,1584835200,
9,Extreme Fear,1584748800,
9,Extreme Fear,1584662400,
12,Extreme Fear,1584576000,
11,Extreme Fear,1584489600,
8,Extreme Fear,1584403200,
9,Extreme Fear,1584316800,
12,Extreme Fear,1584230400,
8,Extreme Fear,1584144000,
10,Extreme Fear,1584057600,
14,Extreme Fear,1583971200,
17,Extreme Fear,1583884800,
16,Extreme Fear,1583798400,
17,Extreme Fear,1583712000,
33,Fear,1583625600,
38,Fear,1583539200,
39,Fear,1583452800,
41,Fear,1583366400,
40,Fear,1583280000,
38,Fear,1583193600,
38,Fear,1583107200,
39,Fear,1583020800,
38,Fear,1582934400,
40,Fear,1582848000,
39,Fear,1582761600,
41,Fear,1582675200,
44,Fear,1582588800,
46,Fear,1582502400,
46,Fear,1582416000,
43,Fear,1582329600,
44,Fear,1582243200,
44,Fear,1582156800,
50,Neutral,1582070400,
53,Neutral,1581984000,
49,Neutral,1581897600,
59,Greed,1581811200,
64,Greed,1581724800,
63,Greed,1581638400,
65,Greed,1581552000,
61,Greed,1581465600,
52,Neutral,1581379200,
57,Greed,1581292800,
56,Greed,1581206400,
56,Greed,1581120000,
56,Greed,1581033600,
61,Greed,1580947200,
53,Neutral,1580860800,
56,Greed,1580774400,
59,Greed,1580688000,
57,Greed,1580601600,
57,Greed,1580515200,
55,Greed,1580428800,
57,Greed,1580342400,
57,Greed,1580256000,
54,Neutral,1580169600,
50,Neutral,1580083200,
42,Fear,1579996800,
41,Fear,1579910400,
40,Fear,1579824000,
49,Neutral,1579737600,
52,Neutral,1579651200,
49,Neutral,1579564800,
48,Neutral,1579478400,
53,Neutral,1579392000,
51,Neutral,1579305600,
54,Neutral,1579219200,
55,Greed,1579132800,
54,Neutral,1579046400,
56,Greed,1578960000,
49,Neutral,1578873600,
45,Fear,1578787200,
50,Neutral,1578700800,
41,Fear,1578614400,
44,Fear,1578528000,
51,Neutral,1578441600,
40,Fear,1578355200,
41,Fear,1578268800,
39,Fear,1578182400,
38,Fear,1578096000,
38,Fear,1578009600,
39,Fear,1577923200,
37,Fear,1577836800,
38,Fear,1577750400,
40,Fear,1577664000,
37,Fear,1577577600,
37,Fear,1577491200,
38,Fear,1577404800,
39,Fear,1577318400,
22,Extreme Fear,1577232000,
25,Extreme Fear,1577145600,
33,Fear,1577059200,
20,Extreme Fear,1576972800,
23,Extreme Fear,1576886400,
23,Extreme Fear,1576800000,
21,Extreme Fear,1576713600,
15,Extreme Fear,1576627200,
23,Extreme Fear,1576540800,
24,Extreme Fear,1576454400,
21,Extreme Fear,1576368000,
27,Fear,1576281600,
22,Extreme Fear,1576195200,
23,Extreme Fear,1576108800,
20,Extreme Fear,1576022400,
26,Fear,1575936000,
32,Fear,1575849600,
28,Fear,1575763200,
32,Fear,1575676800,
29,Fear,1575590400,
21,Extreme Fear,1575504000,
24,Extreme Fear,1575417600,
28,Fear,1575331200,
28,Fear,1575244800,
25,Extreme Fear,1575158400,
38,Fear,1575072000,
31,Fear,1574985600,
32,Fear,1574899200,
20,Extreme Fear,1574812800,
21,Extreme Fear,1574726400,
17,Extreme Fear,1574640000,
21,Extreme Fear,1574553600,
23,Extreme Fear,1574467200,
20,Extreme Fear,1574380800,
30,Fear,1574294400,
32,Fear,1574208000,
32,Fear,1574121600,
38,Fear,1574035200,
38,Fear,1573948800,
41,Fear,1573862400,
38,Fear,1573776000,
41,Fear,1573689600,
38,Fear,1573603200,
39,Fear,1573516800,
40,Fear,1573430400,
39,Fear,1573344000,
38,Fear,1573257600,
42,Fear,1573171200,
54,Neutral,1573084800,
53,Neutral,1572998400,
54,Neutral,1572912000,
49,Neutral,1572825600,
56,Greed,1572739200,
51,Neutral,1572652800,
49,Neutral,1572566400,
50,Neutral,1572480000,
53,Neutral,1572393600,
54,Neutral,1572307200,
52,Neutral,1572220800,
50,Neutral,1572134400,
53,Neutral,1572048000,
24,Extreme Fear,1571961600,
20,Extreme Fear,1571875200,
33,Fear,1571788800,
39,Fear,1571702400,
37,Fear,1571616000,
37,Fear,1571529600,
41,Fear,1571443200,
40,Fear,1571356800,
40,Fear,1571270400,
40,Fear,1571184000,
39,Fear,1571097600,
37,Fear,1571011200,
38,Fear,1570924800,
38,Fear,1570838400,
39,Fear,1570752000,
41,Fear,1570665600,
37,Fear,1570579200,
39,Fear,1570492800,
27,Fear,1570406400,
32,Fear,1570320000,
31,Fear,1570233600,
30,Fear,1570147200,
37,Fear,1570060800,
39,Fear,1569974400,
38,Fear,1569888000,
27,Fear,1569801600,
33,Fear,1569715200,
32,Fear,1569628800,
24,Extreme Fear,1569542400,
12,Extreme Fear,1569456000,
15,Extreme Fear,1569369600,
39,Fear,1569283200,
41,Fear,1569196800,
37,Fear,1569110400,
37,Fear,1569024000,
41,Fear,1568937600,
31,Fear,1568851200,
38,Fear,1568764800,
41,Fear,1568678400,
38,Fear,1568592000,
38,Fear,1568505600,
39,Fear,1568419200,
38,Fear,1568332800,
39,Fear,1568246400,
38,Fear,1568160000,
41,Fear,1568073600,
41,Fear,1567987200,
43,Fear,1567900800,
39,Fear,1567814400,
43,Fear,1567728000,
41,Fear,1567641600,
43,Fear,1567555200,
41,Fear,1567468800,
28,Fear,1567382400,
24,Extreme Fear,1567296000,
20,Extreme Fear,1567209600,
24,Extreme Fear,1567123200,
20,Extreme Fear,1567036800,
32,Fear,1566950400,
30,Fear,1566864000,
41,Fear,1566777600,
33,Fear,1566691200,
39,Fear,1566604800,
33,Fear,1566518400,
5,Extreme Fear,1566432000,
11,Extreme Fear,1566345600,
39,Fear,1566259200,
30,Fear,1566172800,
14,Extreme Fear,1566086400,
20,Extreme Fear,1566000000,
31,Fear,1565913600,
13,Extreme Fear,1565827200,
11,Extreme Fear,1565740800,
45,Fear,1565654400,
48,Neutral,1565568000,
45,Fear,1565481600,
59,Greed,1565395200,
60,Greed,1565308800,
61,Greed,1565222400,
45,Fear,1565136000,
66,Greed,1565049600,
64,Greed,1564963200,
62,Greed,1564876800,
61,Greed,1564790400,
61,Greed,1564704000,
57,Greed,1564617600,
31,Fear,1564531200,
22,Extreme Fear,1564444800,
19,Extreme Fear,1564358400,
16,Extreme Fear,1564272000,
47,Neutral,1564185600,
24,Extreme Fear,1564099200,
42,Fear,1564012800,
20,Extreme Fear,1563926400,
40,Fear,1563840000,
42,Fear,1563753600,
42,Fear,1563667200,
34,Fear,1563580800,
42,Fear,1563494400,
40,Fear,1563408000,
19,Extreme Fear,1563321600,
34,Fear,1563235200,
16,Extreme Fear,1563148800,
61,Greed,1563062400,
65,Greed,1562976000,
33,Fear,1562889600,
62,Greed,1562803200,
83,Extreme Greed,1562716800,
84,Extreme Greed,1562630400,
74,Greed,1562544000,
67,Greed,1562457600,
72,Greed,1562371200,
67,Greed,1562284800,
76,Extreme Greed,1562198400,
79,Extreme Greed,1562112000,
63,Greed,1562025600,
65,Greed,1561939200,
78,Extreme Greed,1561852800,
74,Greed,1561766400,
62,Greed,1561680000,
92,Extreme Greed,1561593600,
95,Extreme Greed,1561507200,
87,Extreme Greed,1561420800,
80,Extreme Greed,1561334400,
84,Extreme Greed,1561248000,
83,Extreme Greed,1561161600,
84,Extreme Greed,1561075200,
81,Extreme Greed,1560988800,
82,Extreme Greed,1560902400,
83,Extreme Greed,1560816000,
84,Extreme Greed,1560729600,
80,Extreme Greed,1560643200,
75,Greed,1560556800,
67,Greed,1560470400,
63,Greed,1560384000,
60,Greed,1560297600,
61,Greed,1560211200,
46,Fear,1560124800,
62,Greed,1560038400,
62,Greed,1559952000,
27,Fear,1559865600,
34,Fear,1559779200,
27,Fear,1559692800,
42,Fear,1559606400,
66,Greed,1559520000,
63,Greed,1559433600,
62,Greed,1559347200,
61,Greed,1559260800,
73,Greed,1559174400,
71,Greed,1559088000,
71,Greed,1559001600,
70,Greed,1558915200,
67,Greed,1558828800,
69,Greed,1558742400,
64,Greed,1558656000,
65,Greed,1558569600,
69,Greed,1558483200,
68,Greed,1558396800,
73,Greed,1558310400,
70,Greed,1558224000,
67,Greed,1558137600,
65,Greed,1558051200,
75,Greed,1557964800,
77,Extreme Greed,1557878400,
78,Extreme Greed,1557792000,
78,Extreme Greed,1557705600,
75,Greed,1557619200,
76,Extreme Greed,1557532800,
71,Greed,1557446400,
69,Greed,1557360000,
63,Greed,1557273600,
69,Greed,1557187200,
57,Greed,1557100800,
67,Greed,1557014400,
66,Greed,1556928000,
63,Greed,1556841600,
50,Neutral,1556755200,
51,Neutral,1556668800,
42,Fear,1556582400,
42,Fear,1556496000,
40,Fear,1556409600,
42,Fear,1556323200,
41,Fear,1556236800,
58,Greed,1556150400,
65,Greed,1556064000,
68,Greed,1555977600,
61,Greed,1555891200,
62,Greed,1555804800,
62,Greed,1555718400,
61,Greed,1555632000,
64,Greed,1555545600,
61,Greed,1555459200,
50,Neutral,1555372800,
60,Greed,1555286400,
51,Neutral,1555200000,
62,Greed,1555113600,
42,Fear,1555027200,
65,Greed,1554940800,
62,Greed,1554854400,
64,Greed,1554768000,
65,Greed,1554681600,
69,Greed,1554595200,
65,Greed,1554508800,
59,Greed,1554422400,
61,Greed,1554336000,
71,Greed,1554249600,
60,Greed,1554163200,
62,Greed,1554076800,
56,Greed,1553990400,
57,Greed,1553904000,
50,Neutral,1553817600,
49,Neutral,1553731200,
44,Fear,1553644800,
43,Fear,1553558400,
46,Fear,1553472000,
44,Fear,1553385600,
50,Neutral,1553299200,
56,Greed,1553212800,
62,Greed,1553126400,
55,Greed,1553040000,
56,Greed,1552953600,
56,Greed,1552867200,
58,Greed,1552780800,
54,Neutral,1552694400,
55,Greed,1552608000,
55,Greed,1552521600,
54,Neutral,1552435200,
56,Greed,1552348800,
56,Greed,1552262400,
55,Greed,1552176000,
55,Greed,1552089600,
54,Neutral,1552003200,
56,Greed,1551916800,
42,Fear,1551830400,
35,Fear,1551744000,
36,Fear,1551657600,
44,Fear,1551571200,
41,Fear,1551484800,
42,Fear,1551398400,
39,Fear,1551312000,
39,Fear,1551225600,
40,Fear,1551139200,
47,Neutral,1551052800,
69,Greed,1550966400,
63,Greed,1550880000,
61,Greed,1550793600,
59,Greed,1550707200,
59,Greed,1550620800,
65,Greed,1550534400,
63,Greed,1550448000,
38,Fear,1550361600,
43,Fear,1550275200,
43,Fear,1550188800,
48,Neutral,1550102400,
48,Neutral,1550016000,
38,Fear,1549929600,
46,Fear,1549843200,
40,Fear,1549756800,
42,Fear,1549670400,
37,Fear,1549584000,
18,Extreme Fear,1549497600,
14,Extreme Fear,1549411200,
21,Extreme Fear,1549324800,
27,Fear,1549238400,
19,Extreme Fear,1549152000,
22,Extreme Fear,1549065600,
23,Extreme Fear,1548979200,
17,Extreme Fear,1548892800,
22,Extreme Fear,1548806400,
21,Extreme Fear,1548720000,
35,Fear,1548633600,
39,Fear,1548547200,
41,Fear,1548460800,
35,Fear,1548374400,
37,Fear,1548288000,
33,Fear,1548201600,
27,Fear,1548115200,
30,Fear,1548028800,
35,Fear,1547942400,
31,Fear,1547856000,
29,Fear,1547769600,
28,Fear,1547683200,
24,Extreme Fear,1547596800,
27,Fear,1547510400,
16,Extreme Fear,1547424000,
21,Extreme Fear,1547337600,
22,Extreme Fear,1547251200,
19,Extreme Fear,1547164800,
37,Fear,1547078400,
42,Fear,1546992000,
39,Fear,1546905600,
39,Fear,1546819200,
31,Fear,1546732800,
36,Fear,1546646400,
48,Neutral,1546560000,
33,Fear,1546473600,
30,Fear,1546387200,
24,Extreme Fear,1546300800,
26,Fear,1546214400,
23,Extreme Fear,1546128000,
24,Extreme Fear,1546041600,
21,Extreme Fear,1545955200,
29,Fear,1545868800,
26,Fear,1545782400,
33,Fear,1545696000,
25,Extreme Fear,1545609600,
31,Fear,1545523200,
28,Fear,1545436800,
35,Fear,1545350400,
27,Fear,1545264000,
21,Extreme Fear,1545177600,
23,Extreme Fear,1545091200,
17,Extreme Fear,1545004800,
13,Extreme Fear,1544918400,
11,Extreme Fear,1544832000,
10,Extreme Fear,1544745600,
14,Extreme Fear,1544659200,
14,Extreme Fear,1544572800,
15,Extreme Fear,1544486400,
19,Extreme Fear,1544400000,
14,Extreme Fear,1544313600,
11,Extreme Fear,1544227200,
11,Extreme Fear,1544140800,
13,Extreme Fear,1544054400,
19,Extreme Fear,1543968000,
12,Extreme Fear,1543881600,
17,Extreme Fear,1543795200,
15,Extreme Fear,1543708800,
13,Extreme Fear,1543622400,
19,Extreme Fear,1543536000,
18,Extreme Fear,1543449600,
14,Extreme Fear,1543363200,
11,Extreme Fear,1543276800,
17,Extreme Fear,1543190400,
9,Extreme Fear,1543104000,
15,Extreme Fear,1543017600,
12,Extreme Fear,1542931200,
14,Extreme Fear,1542844800,
15,Extreme Fear,1542758400,
21,Extreme Fear,1542672000,
28,Fear,1542585600,
26,Fear,1542499200,
24,Extreme Fear,1542412800,
23,Extreme Fear,1542326400,
28,Fear,1542240000,
49,Neutral,1542153600,
56,Greed,1542067200,
52,Neutral,1541980800,
54,Neutral,1541894400,
52,Neutral,1541808000,
47,Neutral,1541721600,
51,Neutral,1541635200,
48,Neutral,1541548800,
42,Fear,1541462400,
42,Fear,1541376000,
41,Fear,1541289600,
36,Fear,1541203200,
36,Fear,1541116800,
29,Fear,1541030400,
32,Fear,1540944000,
31,Fear,1540857600,
34,Fear,1540771200,
35,Fear,1540684800,
33,Fear,1540598400,
29,Fear,1540512000,
25,Extreme Fear,1540425600,
