value,value_classification,timestamp,time_until_update
23,Extreme Fear,1540339200,
24,Extreme Fear,1540252800,
27,Fear,1540166400,
21,Extreme Fear,1540080000,
21,Extreme Fear,1539993600,
24,Extreme Fear,1539907200,
26,Fear,1539820800,
23,Extreme Fear,1539734400,
24,Extreme Fear,1539648000,
20,Extreme Fear,1539561600,
18,Extreme Fear,1539475200,
15,Extreme Fear,1539388800,
13,Extreme Fear,1539302400,
19,Extreme Fear,1539216000,
28,Fear,1539129600,
31,Fear,1539043200,
26,Fear,1538956800,
29,Fear,1538870400,
34,Fear,1538784000,
37,Fear,1538697600,
29,Fear,1538611200,
36,Fear,1538524800,
33,Fear,1538438400,
35,Fear,1538352000,
34,Fear,1538265600,
37,Fear,1538179200,
42,Fear,1538092800,
42,Fear,1538006400,
37,Fear,1537920000,
37,Fear,1537833600,
43,Fear,1537747200,
38,Fear,1537660800,
35,Fear,1537574400,
31,Fear,1537488000,
24,Extreme Fear,1537401600,
24,Extreme Fear,1537315200,
21,Extreme Fear,1537228800,
25,Extreme Fear,1537142400,
28,Fear,1537056000,
24,Extreme Fear,1536969600,
23,Extreme Fear,1536883200,
20,Extreme Fear,1536796800,
14,Extreme Fear,1536710400,
18,Extreme Fear,1536624000,
15,Extreme Fear,1536537600,
13,Extreme Fear,1536451200,
18,Extreme Fear,1536364800,
17,Extreme Fear,1536278400,
14,Extreme Fear,1536192000,
17,Extreme Fear,1536105600,
26,Fear,1536019200,
19,Extreme Fear,1535932800,
18,Extreme Fear,1535846400,
21,Extreme Fear,1535760000,
17,Extreme Fear,1535673600,
22,Extreme Fear,1535587200,
19,Extreme Fear,1535500800,
19,Extreme Fear,1535414400,
18,Extreme Fear,1535328000,
19,Extreme Fear,1535241600,
22,Extreme Fear,1535155200,
19,Extreme Fear,1535068800,
18,Extreme Fear,1534982400,
21,Extreme Fear,1534896000,
19,Extreme Fear,1534809600,
26,Fear,1534723200,
27,Fear,1534636800,
24,Extreme Fear,1534550400,
19,Extreme Fear,1534464000,
21,Extreme Fear,1534377600,
18,Extreme Fear,1534291200,
16,Extreme Fear,1534204800,
21,Extreme Fear,1534118400,
18,Extreme Fear,1534032000,
18,Extreme Fear,1533945600,
21,Extreme Fear,1533859200,
19,Extreme Fear,1533772800,
23,Extreme Fear,1533686400,
25,Extreme Fear,1533600000,
25,Extreme Fear,1533513600,
23,Extreme Fear,1533427200,
31,Fear,1533340800,
36,Fear,1533254400,
39,Fear,1533168000,
39,Fear,1533081600,
48,Neutral,1532995200,
53,Neutral,1532908800,
54,Neutral,1532822400,
54,Neutral,1532736000,
47,Neutral,1532649600,
53,Neutral,1532563200,
54,Neutral,1532476800,
49,Neutral,1532390400,
44,Fear,1532304000,
46,Fear,1532217600,
43,Fear,1532131200,
47,Neutral,1532044800,
44,Fear,1531958400,
42,Fear,1531872000,
39,Fear,1531785600,
36,Fear,1531699200,
32,Fear,1531612800,
29,Fear,1531526400,
29,Fear,1531440000,
33,Fear,1531353600,
29,Fear,1531267200,
37,Fear,1531180800,
39,Fear,1531094400,
38,Fear,1531008000,
34,Fear,1530921600,
34,Fear,1530835200,
37,Fear,1530748800,
33,Fear,1530662400,
31,Fear,1530576000,
27,Fear,1530489600,
27,Fear,1530403200,
22,Extreme Fear,1530316800,
16,Extreme Fear,1530230400,
20,Extreme Fear,1530144000,
18,Extreme Fear,1530057600,
21,Extreme Fear,1529971200,
16,Extreme Fear,1529884800,
15,Extreme Fear,1529798400,
17,Extreme Fear,1529712000,
28,Fear,1529625600,
37,Fear,1529539200,
34,Fear,1529452800,
32,Fear,1529366400,
27,Fear,1529280000,
23,Extreme Fear,1529193600,
22,Extreme Fear,1529107200,
26,Fear,1529020800,
17,Extreme Fear,1528934400,
19,Extreme Fear,1528848000,
19,Extreme Fear,1528761600,
15,Extreme Fear,1528675200,
24,Extreme Fear,1528588800,
39,Fear,1528502400,
40,Fear,1528416000,
38,Fear,1528329600,
42,Fear,1528243200,
26,Fear,1528156800,
41,Fear,1528070400,
40,Fear,1527984000,
27,Fear,1527897600,
24,Extreme Fear,1527811200,
25,Extreme Fear,1527724800,
38,Fear,1527638400,
16,Extreme Fear,1527552000,
22,Extreme Fear,1527465600,
19,Extreme Fear,1527379200,
23,Extreme Fear,1527292800,
25,Extreme Fear,1527206400,
27,Fear,1527120000,
26,Fear,1527033600,
30,Fear,1526947200,
41,Fear,1526860800,
32,Fear,1526774400,
31,Fear,1526688000,
37,Fear,1526601600,
31,Fear,1526515200,
32,Fear,1526428800,
40,Fear,1526342400,
40,Fear,1526256000,
40,Fear,1526169600,
44,Fear,1526083200,
41,Fear,1525996800,
63,Greed,1525910400,
53,Neutral,1525824000,
62,Greed,1525737600,
56,Greed,1525651200,
67,Greed,1525564800,
63,Greed,1525478400,
56,Greed,1525392000,
55,Greed,1525305600,
52,Neutral,1525219200,
56,Greed,1525132800,
59,Greed,1525046400,
61,Greed,1524960000,
54,Neutral,1524873600,
55,Greed,1524787200,
47,Neutral,1524700800,
64,Greed,1524614400,
29,Fear,1524528000,
28,Fear,1524441600,
31,Fear,1524355200,
32,Fear,1524268800,
26,Fear,1524182400,
25,Extreme Fear,1524096000,
24,Extreme Fear,1524009600,
26,Fear,1523923200,
23,Extreme Fear,1523577600,
18,Extreme Fear,1523491200,
20,Extreme Fear,1523404800,
18,Extreme Fear,1523318400,
21,Extreme Fear,1523232000,
17,Extreme Fear,1523145600,
20,Extreme Fear,1523059200,
19,Extreme Fear,1522972800,
17,Extreme Fear,1522886400,
22,Extreme Fear,1522800000,
22,Extreme Fear,1522713600,
11,Extreme Fear,1522627200,
16,Extreme Fear,1522540800,
16,Extreme Fear,1522454400,
12,Extreme Fear,1522368000,
18,Extreme Fear,1522281600,
24,Extreme Fear,1522195200,
24,Extreme Fear,1522108800,
31,Fear,1522022400,
30,Fear,1521936000,
32,Fear,1521849600,
28,Fear,1521763200,
36,Fear,1521676800,
36,Fear,1521590400,
37,Fear,1521504000,
29,Fear,1521417600,
29,Fear,1521331200,
31,Fear,1521244800,
33,Fear,1521158400,
32,Fear,1521072000,
40,Fear,1520985600,
41,Fear,1520899200,
41,Fear,1520812800,
40,Fear,1520726400,
39,Fear,1520640000,
37,Fear,1520553600,
39,Fear,1520467200,
37,Fear,1520380800,
59,Greed,1520294400,
55,Greed,1520208000,
44,Fear,1520121600,
56,Greed,1520035200,
47,Neutral,1519948800,
38,Fear,1519862400,
41,Fear,1519776000,
44,Fear,1519689600,
37,Fear,1519603200,
33,Fear,1519516800,
31,Fear,1519430400,
39,Fear,1519344000,
44,Fear,1519257600,
54,Neutral,1519171200,
74,Greed,1519084800,
67,Greed,1518998400,
63,Greed,1518912000,
74,Greed,1518825600,
67,Greed,1518739200,
71,Greed,1518652800,
55,Greed,1518566400,
35,Fear,1518480000,
42,Fear,1518393600,
31,Fear,1518307200,
54,Neutral,1518220800,
44,Fear,1518134400,
30,Fear,1518048000,
36,Fear,1517961600,
8,Extreme Fear,1517875200,
11,Extreme Fear,1517788800,
24,Extreme Fear,1517702400,
40,Fear,1517616000,
15,Extreme Fear,1517529600,
30,Fear,1517443200,
